ISO3,year,sub_window,variable,value,source,note
BEL,1908,1820-1913,pop,7411.0,Maddison,
BEL,1908,1820-1913,gdppc,6269.0,Maddison,
BEL,1908,1820-1913,v2x_libdem,0.441,V-Dem,
BEL,1908,1820-1913,v2x_polyarchy,0.509,V-Dem,
BEL,1908,1820-1913,cinc,0.014434446,COW,
BEL,1909,1820-1913,pop,7478.0,Maddison,
BEL,1909,1820-1913,gdppc,6330.0,Maddison,
BEL,1909,1820-1913,v2x_libdem,0.441,V-Dem,
BEL,1909,1820-1913,v2x_polyarchy,0.509,V-Dem,
BEL,1909,1820-1913,cinc,0.014483277,COW,
BEL,1910,1820-1913,pop,7498.0,Maddison,
BEL,1910,1820-1913,gdppc,6478.0,Maddison,
BEL,1910,1820-1913,v2x_libdem,0.442,V-Dem,
BEL,1910,1820-1913,v2x_polyarchy,0.509,V-Dem,
BEL,1910,1820-1913,cinc,0.01484623,COW,
BEL,1911,1820-1913,pop,7517.0,Maddison,
BEL,1911,1820-1913,gdppc,6612.0,Maddison,
BEL,1911,1820-1913,v2x_libdem,0.443,V-Dem,
BEL,1911,1820-1913,v2x_polyarchy,0.51,V-Dem,
BEL,1911,1820-1913,cinc,0.01496683,COW,
BEL,1912,1820-1913,pop,7590.0,Maddison,
BEL,1912,1820-1913,gdppc,6704.0,Maddison,
BEL,1912,1820-1913,v2x_libdem,0.443,V-Dem,
BEL,1912,1820-1913,v2x_polyarchy,0.511,V-Dem,
BEL,1912,1820-1913,cinc,0.015025571,COW,
BEL,1913,1820-1913,pop,7666.0,Maddison,
BEL,1913,1820-1913,gdppc,6727.0,Maddison,
BEL,1913,1820-1913,v2x_libdem,0.441,V-Dem,
BEL,1913,1820-1913,v2x_polyarchy,0.507,V-Dem,
BEL,1913,1820-1913,cinc,0.013770692,COW,
BEL,1945,1945-2020,pop,8339.0,Maddison,
BEL,1945,1945-2020,gdppc,6907.0,Maddison,
BEL,1945,1945-2020,v2x_libdem,0.281,V-Dem,
BEL,1945,1945-2020,v2x_polyarchy,0.239,V-Dem,
BEL,1945,1945-2020,cinc,0.0047495971,COW,
BEL,1946,1945-2020,pop,8367.0,Maddison,
BEL,1946,1945-2020,gdppc,7291.0,Maddison,
BEL,1946,1945-2020,v2x_libdem,0.461,V-Dem,
BEL,1946,1945-2020,v2x_polyarchy,0.504,V-Dem,
BEL,1946,1945-2020,cinc,0.0098076724,COW,
BEL,1947,1945-2020,pop,8450.0,Maddison,
BEL,1947,1945-2020,gdppc,7651.0,Maddison,
BEL,1947,1945-2020,v2x_libdem,0.481,V-Dem,
BEL,1947,1945-2020,v2x_polyarchy,0.535,V-Dem,
BEL,1947,1945-2020,cinc,0.010505538,COW,
BEL,1948,1945-2020,pop,8557.0,Maddison,
BEL,1948,1945-2020,gdppc,8008.0,Maddison,
BEL,1948,1945-2020,v2x_libdem,0.481,V-Dem,
BEL,1948,1945-2020,v2x_polyarchy,0.535,V-Dem,
BEL,1948,1945-2020,cinc,0.010908438,COW,
BEL,1949,1945-2020,pop,8614.0,Maddison,
BEL,1949,1945-2020,gdppc,8278.0,Maddison,
BEL,1949,1945-2020,v2x_libdem,0.619,V-Dem,
BEL,1949,1945-2020,v2x_polyarchy,0.7,V-Dem,
BEL,1949,1945-2020,cinc,0.0094229029,COW,
BEL,1950,1945-2020,pop,8639.369,Maddison,
BEL,1950,1945-2020,gdppc,8706.0,Maddison,
BEL,1950,1945-2020,v2x_libdem,0.635,V-Dem,
BEL,1950,1945-2020,v2x_polyarchy,0.72,V-Dem,
BEL,1950,1945-2020,cinc,0.0082221264,COW,
BEL,1951,1945-2020,pop,8678.386,Maddison,
BEL,1951,1945-2020,gdppc,9161.0,Maddison,
BEL,1951,1945-2020,v2x_libdem,0.64,V-Dem,
BEL,1951,1945-2020,v2x_polyarchy,0.725,V-Dem,
BEL,1951,1945-2020,cinc,0.0091781151,COW,
BEL,1952,1945-2020,pop,8730.405,Maddison,
BEL,1952,1945-2020,gdppc,9035.0,Maddison,
BEL,1952,1945-2020,v2x_libdem,0.64,V-Dem,
BEL,1952,1945-2020,v2x_polyarchy,0.725,V-Dem,
BEL,1952,1945-2020,cinc,0.0090423869,COW,
BEL,1953,1945-2020,pop,8777.873,Maddison,
BEL,1953,1945-2020,gdppc,9274.0,Maddison,
BEL,1953,1945-2020,v2x_libdem,0.64,V-Dem,
BEL,1953,1945-2020,v2x_polyarchy,0.725,V-Dem,
BEL,1953,1945-2020,cinc,0.0079596164,COW,
BEL,1954,1945-2020,pop,8819.38,Maddison,
BEL,1954,1945-2020,gdppc,9610.0,Maddison,
BEL,1954,1945-2020,v2x_libdem,0.646,V-Dem,
BEL,1954,1945-2020,v2x_polyarchy,0.731,V-Dem,
BEL,1954,1945-2020,cinc,0.0085987197,COW,
BEL,1955,1945-2020,pop,8868.475,Maddison,
BEL,1955,1945-2020,gdppc,10010.0,Maddison,
BEL,1955,1945-2020,v2x_libdem,0.648,V-Dem,
BEL,1955,1945-2020,v2x_polyarchy,0.733,V-Dem,
BEL,1955,1945-2020,cinc,0.0078549981,COW,
BEL,1956,1945-2020,pop,8923.845,Maddison,
BEL,1956,1945-2020,gdppc,10237.0,Maddison,
BEL,1956,1945-2020,v2x_libdem,0.648,V-Dem,
BEL,1956,1945-2020,v2x_polyarchy,0.733,V-Dem,
BEL,1956,1945-2020,cinc,0.0079785567,COW,
BEL,1957,1945-2020,pop,8989.111,Maddison,
BEL,1957,1945-2020,gdppc,10353.0,Maddison,
BEL,1957,1945-2020,v2x_libdem,0.649,V-Dem,
BEL,1957,1945-2020,v2x_polyarchy,0.733,V-Dem,
BEL,1957,1945-2020,cinc,0.0077318265,COW,
BEL,1958,1945-2020,pop,9052.707,Maddison,
BEL,1958,1945-2020,gdppc,10268.0,Maddison,
BEL,1958,1945-2020,v2x_libdem,0.648,V-Dem,
BEL,1958,1945-2020,v2x_polyarchy,0.731,V-Dem,
BEL,1958,1945-2020,cinc,0.0076894751,COW,
BEL,1959,1945-2020,pop,9103.729,Maddison,
BEL,1959,1945-2020,gdppc,10533.0,Maddison,
BEL,1959,1945-2020,v2x_libdem,0.648,V-Dem,
BEL,1959,1945-2020,v2x_polyarchy,0.73,V-Dem,
BEL,1959,1945-2020,cinc,0.0073392033,COW,
BEL,1960,1945-2020,pop,9118.7,Maddison,
BEL,1960,1945-2020,gdppc,11081.0,Maddison,
BEL,1960,1945-2020,v2x_libdem,0.75,V-Dem,
BEL,1960,1945-2020,v2x_polyarchy,0.836,V-Dem,
BEL,1960,1945-2020,cinc,0.0072474219,COW,
BEL,1961,1945-2020,pop,9165.8,Maddison,
BEL,1961,1945-2020,gdppc,11561.0,Maddison,
BEL,1961,1945-2020,v2x_libdem,0.748,V-Dem,
BEL,1961,1945-2020,v2x_polyarchy,0.836,V-Dem,
BEL,1961,1945-2020,cinc,0.0070954426,COW,
BEL,1962,1945-2020,pop,9218.4,Maddison,
BEL,1962,1945-2020,gdppc,12087.0,Maddison,
BEL,1962,1945-2020,v2x_libdem,0.757,V-Dem,
BEL,1962,1945-2020,v2x_polyarchy,0.842,V-Dem,
BEL,1962,1945-2020,cinc,0.0070632081,COW,
BEL,1963,1945-2020,pop,9283.1,Maddison,
BEL,1963,1945-2020,gdppc,12532.0,Maddison,
BEL,1963,1945-2020,v2x_libdem,0.759,V-Dem,
BEL,1963,1945-2020,v2x_polyarchy,0.842,V-Dem,
BEL,1963,1945-2020,cinc,0.0069929701,COW,
BEL,1964,1945-2020,pop,9367.0,Maddison,
BEL,1964,1945-2020,gdppc,13295.0,Maddison,
BEL,1964,1945-2020,v2x_libdem,0.759,V-Dem,
BEL,1964,1945-2020,v2x_polyarchy,0.842,V-Dem,
BEL,1964,1945-2020,cinc,0.0070917113,COW,
BEL,1965,1945-2020,pop,9448.1,Maddison,
BEL,1965,1945-2020,gdppc,13643.0,Maddison,
BEL,1965,1945-2020,v2x_libdem,0.762,V-Dem,
BEL,1965,1945-2020,v2x_polyarchy,0.845,V-Dem,
BEL,1965,1945-2020,cinc,0.0070623723,COW,
BEL,1966,1945-2020,pop,9507.8,Maddison,
BEL,1966,1945-2020,gdppc,13989.0,Maddison,
BEL,1966,1945-2020,v2x_libdem,0.763,V-Dem,
BEL,1966,1945-2020,v2x_polyarchy,0.846,V-Dem,
BEL,1966,1945-2020,cinc,0.0065907603,COW,
BEL,1967,1945-2020,pop,9556.5,Maddison,
BEL,1967,1945-2020,gdppc,14461.0,Maddison,
BEL,1967,1945-2020,v2x_libdem,0.763,V-Dem,
BEL,1967,1945-2020,v2x_polyarchy,0.846,V-Dem,
BEL,1967,1945-2020,cinc,0.0066708759,COW,
BEL,1968,1945-2020,pop,9589.8,Maddison,
BEL,1968,1945-2020,gdppc,15009.0,Maddison,
BEL,1968,1945-2020,v2x_libdem,0.762,V-Dem,
BEL,1968,1945-2020,v2x_polyarchy,0.844,V-Dem,
BEL,1968,1945-2020,cinc,0.0071780523,COW,
BEL,1969,1945-2020,pop,9612.7,Maddison,
BEL,1969,1945-2020,gdppc,15969.0,Maddison,
BEL,1969,1945-2020,v2x_libdem,0.762,V-Dem,
BEL,1969,1945-2020,v2x_polyarchy,0.843,V-Dem,
BEL,1969,1945-2020,cinc,0.0073097316,COW,
BEL,1970,1945-2020,pop,9637.8,Maddison,
BEL,1970,1945-2020,gdppc,16914.0,Maddison,
BEL,1970,1945-2020,v2x_libdem,0.767,V-Dem,
BEL,1970,1945-2020,v2x_polyarchy,0.846,V-Dem,
BEL,1970,1945-2020,cinc,0.0069500702,COW,
BEL,1971,1945-2020,pop,9672.5,Maddison,
BEL,1971,1945-2020,gdppc,17486.0,Maddison,
BEL,1971,1945-2020,v2x_libdem,0.767,V-Dem,
BEL,1971,1945-2020,v2x_polyarchy,0.848,V-Dem,
BEL,1971,1945-2020,cinc,0.0069667348,COW,
BEL,1972,1945-2020,pop,9709.1,Maddison,
BEL,1972,1945-2020,gdppc,18336.0,Maddison,
BEL,1972,1945-2020,v2x_libdem,0.772,V-Dem,
BEL,1972,1945-2020,v2x_polyarchy,0.854,V-Dem,
BEL,1972,1945-2020,cinc,0.0074494984,COW,
BEL,1973,1945-2020,pop,9738.4,Maddison,
BEL,1973,1945-2020,gdppc,19399.0,Maddison,
BEL,1973,1945-2020,v2x_libdem,0.772,V-Dem,
BEL,1973,1945-2020,v2x_polyarchy,0.854,V-Dem,
BEL,1973,1945-2020,cinc,0.0074047302,COW,
BEL,1974,1945-2020,pop,9767.8,Maddison,
BEL,1974,1945-2020,gdppc,20153.0,Maddison,
BEL,1974,1945-2020,v2x_libdem,0.77,V-Dem,
BEL,1974,1945-2020,v2x_polyarchy,0.85,V-Dem,
BEL,1974,1945-2020,cinc,0.0073481337,COW,
BEL,1975,1945-2020,pop,9794.8,Maddison,
BEL,1975,1945-2020,gdppc,19831.0,Maddison,
BEL,1975,1945-2020,v2x_libdem,0.769,V-Dem,
BEL,1975,1945-2020,v2x_polyarchy,0.849,V-Dem,
BEL,1975,1945-2020,cinc,0.0064660171,COW,
BEL,1976,1945-2020,pop,9811.0,Maddison,
BEL,1976,1945-2020,gdppc,20916.0,Maddison,
BEL,1976,1945-2020,v2x_libdem,0.771,V-Dem,
BEL,1976,1945-2020,v2x_polyarchy,0.85,V-Dem,
BEL,1976,1945-2020,cinc,0.0064535905,COW,
BEL,1977,1945-2020,pop,9821.8,Maddison,
BEL,1977,1945-2020,gdppc,21025.0,Maddison,
BEL,1977,1945-2020,v2x_libdem,0.773,V-Dem,
BEL,1977,1945-2020,v2x_polyarchy,0.853,V-Dem,
BEL,1977,1945-2020,cinc,0.0064561763,COW,
BEL,1978,1945-2020,pop,9829.7,Maddison,
BEL,1978,1945-2020,gdppc,21605.0,Maddison,
BEL,1978,1945-2020,v2x_libdem,0.773,V-Dem,
BEL,1978,1945-2020,v2x_polyarchy,0.854,V-Dem,
BEL,1978,1945-2020,cinc,0.0066291532,COW,
BEL,1979,1945-2020,pop,9837.2,Maddison,
BEL,1979,1945-2020,gdppc,22094.0,Maddison,
BEL,1979,1945-2020,v2x_libdem,0.772,V-Dem,
BEL,1979,1945-2020,v2x_polyarchy,0.853,V-Dem,
BEL,1979,1945-2020,cinc,0.0067072543,COW,
BEL,1980,1945-2020,pop,9846.8,Maddison,
BEL,1980,1945-2020,gdppc,23060.0,Maddison,
BEL,1980,1945-2020,v2x_libdem,0.786,V-Dem,
BEL,1980,1945-2020,v2x_polyarchy,0.866,V-Dem,
BEL,1980,1945-2020,cinc,0.0064708064,COW,
BEL,1981,1945-2020,pop,9852.4,Maddison,
BEL,1981,1945-2020,gdppc,22760.0,Maddison,
BEL,1981,1945-2020,v2x_libdem,0.782,V-Dem,
BEL,1981,1945-2020,v2x_polyarchy,0.859,V-Dem,
BEL,1981,1945-2020,cinc,0.006184726,COW,
BEL,1982,1945-2020,pop,9856.303,Maddison,
BEL,1982,1945-2020,gdppc,23071.0,Maddison,
BEL,1982,1945-2020,v2x_libdem,0.782,V-Dem,
BEL,1982,1945-2020,v2x_polyarchy,0.86,V-Dem,
BEL,1982,1945-2020,cinc,0.0055935602,COW,
BEL,1983,1945-2020,pop,9855.52,Maddison,
BEL,1983,1945-2020,gdppc,23071.0,Maddison,
BEL,1983,1945-2020,v2x_libdem,0.782,V-Dem,
BEL,1983,1945-2020,v2x_polyarchy,0.86,V-Dem,
BEL,1983,1945-2020,cinc,0.0053167455,COW,
BEL,1984,1945-2020,pop,9855.3,Maddison,
BEL,1984,1945-2020,gdppc,23644.0,Maddison,
BEL,1984,1945-2020,v2x_libdem,0.782,V-Dem,
BEL,1984,1945-2020,v2x_polyarchy,0.86,V-Dem,
BEL,1984,1945-2020,cinc,0.0053018997,COW,
BEL,1985,1945-2020,pop,9858.2,Maddison,
BEL,1985,1945-2020,gdppc,23873.0,Maddison,
BEL,1985,1945-2020,v2x_libdem,0.782,V-Dem,
BEL,1985,1945-2020,v2x_polyarchy,0.86,V-Dem,
BEL,1985,1945-2020,cinc,0.0049201944,COW,
BEL,1986,1945-2020,pop,9861.8,Maddison,
BEL,1986,1945-2020,gdppc,24221.0,Maddison,
BEL,1986,1945-2020,v2x_libdem,0.783,V-Dem,
BEL,1986,1945-2020,v2x_polyarchy,0.859,V-Dem,
BEL,1986,1945-2020,cinc,0.0049444917,COW,
BEL,1987,1945-2020,pop,9870.2,Maddison,
BEL,1987,1945-2020,gdppc,24772.0,Maddison,
BEL,1987,1945-2020,v2x_libdem,0.78,V-Dem,
BEL,1987,1945-2020,v2x_polyarchy,0.859,V-Dem,
BEL,1987,1945-2020,cinc,0.0049726078,COW,
BEL,1988,1945-2020,pop,9884.0,Maddison,
BEL,1988,1945-2020,gdppc,25905.0,Maddison,
BEL,1988,1945-2020,v2x_libdem,0.776,V-Dem,
BEL,1988,1945-2020,v2x_polyarchy,0.854,V-Dem,
BEL,1988,1945-2020,cinc,0.0049326532,COW,
BEL,1989,1945-2020,pop,9937.697,Maddison,
BEL,1989,1945-2020,gdppc,26690.0,Maddison,
BEL,1989,1945-2020,v2x_libdem,0.778,V-Dem,
BEL,1989,1945-2020,v2x_polyarchy,0.858,V-Dem,
BEL,1989,1945-2020,cinc,0.0049744528,COW,
BEL,1990,1945-2020,pop,9969.31,Maddison,
BEL,1990,1945-2020,gdppc,27412.0,Maddison,
BEL,1990,1945-2020,v2x_libdem,0.797,V-Dem,
BEL,1990,1945-2020,v2x_polyarchy,0.869,V-Dem,
BEL,1990,1945-2020,cinc,0.0050272807,COW,
BEL,1991,1945-2020,pop,10007.31,Maddison,
BEL,1991,1945-2020,gdppc,27848.304164473633,Maddison,
BEL,1991,1945-2020,v2x_libdem,0.798,V-Dem,
BEL,1991,1945-2020,v2x_polyarchy,0.87,V-Dem,
BEL,1991,1945-2020,cinc,0.0053852382,COW,
BEL,1992,1945-2020,pop,10048.32,Maddison,
BEL,1992,1945-2020,gdppc,28199.57377624236,Maddison,
BEL,1992,1945-2020,v2x_libdem,0.808,V-Dem,
BEL,1992,1945-2020,v2x_polyarchy,0.879,V-Dem,
BEL,1992,1945-2020,cinc,0.0051304102,COW,
BEL,1993,1945-2020,pop,10087.33,Maddison,
BEL,1993,1945-2020,gdppc,27857.249440123524,Maddison,
BEL,1993,1945-2020,v2x_libdem,0.808,V-Dem,
BEL,1993,1945-2020,v2x_polyarchy,0.879,V-Dem,
BEL,1993,1945-2020,cinc,0.0051820599,COW,
BEL,1994,1945-2020,pop,10117.33,Maddison,
BEL,1994,1945-2020,gdppc,28706.500573956673,Maddison,
BEL,1994,1945-2020,v2x_libdem,0.808,V-Dem,
BEL,1994,1945-2020,v2x_polyarchy,0.879,V-Dem,
BEL,1994,1945-2020,cinc,0.0052430299,COW,
BEL,1995,1945-2020,pop,10138.33,Maddison,
BEL,1995,1945-2020,gdppc,29370.087081695692,Maddison,
BEL,1995,1945-2020,v2x_libdem,0.812,V-Dem,
BEL,1995,1945-2020,v2x_polyarchy,0.882,V-Dem,
BEL,1995,1945-2020,cinc,0.0052048573,COW,
BEL,1996,1945-2020,pop,10158.33,Maddison,
BEL,1996,1945-2020,gdppc,29820.299488270775,Maddison,
BEL,1996,1945-2020,v2x_libdem,0.812,V-Dem,
BEL,1996,1945-2020,v2x_polyarchy,0.882,V-Dem,
BEL,1996,1945-2020,cinc,0.0050560217,COW,
BEL,1997,1945-2020,pop,10182.34,Maddison,
BEL,1997,1945-2020,gdppc,30894.28279758947,Maddison,
BEL,1997,1945-2020,v2x_libdem,0.812,V-Dem,
BEL,1997,1945-2020,v2x_polyarchy,0.882,V-Dem,
BEL,1997,1945-2020,cinc,0.004807611,COW,
BEL,1998,1945-2020,pop,10204.34,Maddison,
BEL,1998,1945-2020,gdppc,31480.74344858214,Maddison,
BEL,1998,1945-2020,v2x_libdem,0.813,V-Dem,
BEL,1998,1945-2020,v2x_polyarchy,0.882,V-Dem,
BEL,1998,1945-2020,cinc,0.0050511733,COW,
BEL,1999,1945-2020,pop,10227.34,Maddison,
BEL,1999,1945-2020,gdppc,32571.67449971978,Maddison,
BEL,1999,1945-2020,v2x_libdem,0.816,V-Dem,
BEL,1999,1945-2020,v2x_polyarchy,0.883,V-Dem,
BEL,1999,1945-2020,cinc,0.0047675273,COW,
BEL,2000,1945-2020,pop,10252.35,Maddison,
BEL,2000,1945-2020,gdppc,33719.76983855418,Maddison,
BEL,2000,1945-2020,v2x_libdem,0.819,V-Dem,
BEL,2000,1945-2020,v2x_polyarchy,0.885,V-Dem,
BEL,2000,1945-2020,cinc,0.0046689678,COW,
BEL,2001,1945-2020,pop,10288.35,Maddison,
BEL,2001,1945-2020,gdppc,33923.34204475072,Maddison,
BEL,2001,1945-2020,v2x_libdem,0.819,V-Dem,
BEL,2001,1945-2020,v2x_polyarchy,0.885,V-Dem,
BEL,2001,1945-2020,cinc,0.0043996875,COW,
BEL,2002,1945-2020,pop,10334.36,Maddison,
BEL,2002,1945-2020,gdppc,34419.693751854655,Maddison,
BEL,2002,1945-2020,v2x_libdem,0.819,V-Dem,
BEL,2002,1945-2020,v2x_polyarchy,0.885,V-Dem,
BEL,2002,1945-2020,cinc,0.0046887752,COW,
BEL,2003,1945-2020,pop,10377.36,Maddison,
BEL,2003,1945-2020,gdppc,34588.476021026705,Maddison,
BEL,2003,1945-2020,v2x_libdem,0.819,V-Dem,
BEL,2003,1945-2020,v2x_polyarchy,0.886,V-Dem,
BEL,2003,1945-2020,cinc,0.0045691719,COW,
BEL,2004,1945-2020,pop,10422.37,Maddison,
BEL,2004,1945-2020,gdppc,35740.35246260941,Maddison,
BEL,2004,1945-2020,v2x_libdem,0.795,V-Dem,
BEL,2004,1945-2020,v2x_polyarchy,0.864,V-Dem,
BEL,2004,1945-2020,cinc,0.0044212313,COW,
BEL,2005,1945-2020,pop,10480.38,Maddison,
BEL,2005,1945-2020,gdppc,36338.38311504945,Maddison,
BEL,2005,1945-2020,v2x_libdem,0.816,V-Dem,
BEL,2005,1945-2020,v2x_polyarchy,0.884,V-Dem,
BEL,2005,1945-2020,cinc,0.0040015681,COW,
BEL,2006,1945-2020,pop,10549.39,Maddison,
BEL,2006,1945-2020,gdppc,37051.902245853424,Maddison,
BEL,2006,1945-2020,v2x_libdem,0.818,V-Dem,
BEL,2006,1945-2020,v2x_polyarchy,0.885,V-Dem,
BEL,2006,1945-2020,cinc,0.0039700507,COW,
BEL,2007,1945-2020,pop,10627.4,Maddison,
BEL,2007,1945-2020,gdppc,38082.87333574846,Maddison,
BEL,2007,1945-2020,v2x_libdem,0.828,V-Dem,
BEL,2007,1945-2020,v2x_polyarchy,0.891,V-Dem,
BEL,2007,1945-2020,cinc,0.0037901984,COW,
BEL,2008,1945-2020,pop,10711.41,Maddison,
BEL,2008,1945-2020,gdppc,38117.34841552228,Maddison,
BEL,2008,1945-2020,v2x_libdem,0.832,V-Dem,
BEL,2008,1945-2020,v2x_polyarchy,0.899,V-Dem,
BEL,2008,1945-2020,cinc,0.0037590053,COW,
BEL,2009,1945-2020,pop,10797.42,Maddison,
BEL,2009,1945-2020,gdppc,36998.64926229877,Maddison,
BEL,2009,1945-2020,v2x_libdem,0.834,V-Dem,
BEL,2009,1945-2020,v2x_polyarchy,0.899,V-Dem,
BEL,2009,1945-2020,cinc,0.0031228545,COW,
BEL,2010,1945-2020,pop,10897.43,Maddison,
BEL,2010,1945-2020,gdppc,37739.327492898185,Maddison,
BEL,2010,1945-2020,v2x_libdem,0.834,V-Dem,
BEL,2010,1945-2020,v2x_polyarchy,0.9,V-Dem,
BEL,2010,1945-2020,cinc,0.0032206057,COW,
BEL,2011,1945-2020,pop,11039.45,Maddison,
BEL,2011,1945-2020,gdppc,38130.0,Maddison,
BEL,2011,1945-2020,v2x_libdem,0.835,V-Dem,
BEL,2011,1945-2020,v2x_polyarchy,0.9,V-Dem,
BEL,2011,1945-2020,cinc,0.0030799452,COW,
BEL,2012,1945-2020,pop,11108.46,Maddison,
BEL,2012,1945-2020,gdppc,38173.23391642716,Maddison,
BEL,2012,1945-2020,v2x_libdem,0.835,V-Dem,
BEL,2012,1945-2020,v2x_polyarchy,0.9,V-Dem,
BEL,2012,1945-2020,cinc,0.002916707,COW,
BEL,2013,1945-2020,pop,11160.47,Maddison,
BEL,2013,1945-2020,gdppc,38169.830165153755,Maddison,
BEL,2013,1945-2020,v2x_libdem,0.839,V-Dem,
BEL,2013,1945-2020,v2x_polyarchy,0.902,V-Dem,
BEL,2013,1945-2020,cinc,0.0027985566,COW,
BEL,2014,1945-2020,pop,11210.47,Maddison,
BEL,2014,1945-2020,gdppc,38599.42407791561,Maddison,
BEL,2014,1945-2020,v2x_libdem,0.838,V-Dem,
BEL,2014,1945-2020,v2x_polyarchy,0.902,V-Dem,
BEL,2014,1945-2020,cinc,0.002763293,COW,
BEL,2015,1945-2020,pop,11275.48,Maddison,
BEL,2015,1945-2020,gdppc,39160.32302813663,Maddison,
BEL,2015,1945-2020,v2x_libdem,0.837,V-Dem,
BEL,2015,1945-2020,v2x_polyarchy,0.901,V-Dem,
BEL,2015,1945-2020,cinc,0.0026894291,COW,
BEL,2016,1945-2020,pop,11332.49,Maddison,
BEL,2016,1945-2020,gdppc,39456.86337267277,Maddison,
BEL,2016,1945-2020,v2x_libdem,0.837,V-Dem,
BEL,2016,1945-2020,v2x_polyarchy,0.901,V-Dem,
BEL,2016,1945-2020,cinc,0.0027156102,COW,
BEL,2017,1945-2020,pop,11376.49,Maddison,
BEL,2017,1945-2020,gdppc,39940.823394286126,Maddison,
BEL,2017,1945-2020,v2x_libdem,0.836,V-Dem,
BEL,2017,1945-2020,v2x_polyarchy,0.9,V-Dem,
BEL,2017,1945-2020,cinc,,COW,
BEL,2018,1945-2020,pop,11428.5,Maddison,
BEL,2018,1945-2020,gdppc,40471.914597792296,Maddison,
BEL,2018,1945-2020,v2x_libdem,0.836,V-Dem,
BEL,2018,1945-2020,v2x_polyarchy,0.9,V-Dem,
BEL,2018,1945-2020,cinc,,COW,
BEL,2019,1945-2020,pop,11490.51,Maddison,
BEL,2019,1945-2020,gdppc,41155.526780402,Maddison,
BEL,2019,1945-2020,v2x_libdem,0.837,V-Dem,
BEL,2019,1945-2020,v2x_polyarchy,0.901,V-Dem,
BEL,2019,1945-2020,cinc,,COW,
BEL,2020,1945-2020,pop,11545.52,Maddison,
BEL,2020,1945-2020,gdppc,38763.44257492726,Maddison,
BEL,2020,1945-2020,v2x_libdem,0.826,V-Dem,
BEL,2020,1945-2020,v2x_polyarchy,0.897,V-Dem,
BEL,2020,1945-2020,cinc,,COW,
DEU,1820,1820-1913,pop,24905.0,Maddison,
DEU,1820,1820-1913,gdppc,2041.1140949860194,Maddison,
DEU,1820,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1820,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1820,1820-1913,cinc,0.052319482,COW,
DEU,1821,1820-1913,pop,25260.0,Maddison,
DEU,1821,1820-1913,gdppc,2060.627987832256,Maddison,
DEU,1821,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1821,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1821,1820-1913,cinc,0.049972206,COW,
DEU,1822,1820-1913,pop,25620.0,Maddison,
DEU,1822,1820-1913,gdppc,2045.651248396832,Maddison,
DEU,1822,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1822,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1822,1820-1913,cinc,0.05064315,COW,
DEU,1823,1820-1913,pop,25969.0,Maddison,
DEU,1823,1820-1913,gdppc,2028.8698271589956,Maddison,
DEU,1823,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1823,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1823,1820-1913,cinc,0.049205691,COW,
DEU,1824,1820-1913,pop,26307.0,Maddison,
DEU,1824,1820-1913,gdppc,2135.2432933787904,Maddison,
DEU,1824,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1824,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1824,1820-1913,cinc,0.048098873,COW,
DEU,1825,1820-1913,pop,26650.0,Maddison,
DEU,1825,1820-1913,gdppc,2141.0433332888456,Maddison,
DEU,1825,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1825,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1825,1820-1913,cinc,0.04840878,COW,
DEU,1826,1820-1913,pop,26964.0,Maddison,
DEU,1826,1820-1913,gdppc,2144.8382866302395,Maddison,
DEU,1826,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1826,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1826,1820-1913,cinc,0.050164476,COW,
DEU,1827,1820-1913,pop,27249.0,Maddison,
DEU,1827,1820-1913,gdppc,2100.242817689551,Maddison,
DEU,1827,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1827,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1827,1820-1913,cinc,0.04891444,COW,
DEU,1828,1820-1913,pop,27540.0,Maddison,
DEU,1828,1820-1913,gdppc,2046.0915846166758,Maddison,
DEU,1828,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1828,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1828,1820-1913,cinc,0.048526339,COW,
DEU,1829,1820-1913,pop,27807.0,Maddison,
DEU,1829,1820-1913,gdppc,2069.0475007781224,Maddison,
DEU,1829,1820-1913,v2x_libdem,0.069,V-Dem,
DEU,1829,1820-1913,v2x_polyarchy,0.03,V-Dem,
DEU,1829,1820-1913,cinc,0.047125239,COW,
DEU,1830,1820-1913,pop,28045.0,Maddison,
DEU,1830,1820-1913,gdppc,2044.5804429799675,Maddison,
DEU,1830,1820-1913,v2x_libdem,0.069,V-Dem,
